Pitch,Roll,Yaw,x,y,z
91.638257,90.496651,88.214540,678.567685,909.430744,194.614997
90.773317,90.774296,89.575393,187.481593,616.434429,208.904280
90.696185,88.098125,88.764872,1782.180090,302.145766,204.716134
89.947177,89.181004,88.757260,1117.945519,876.149737,208.112571
89.763278,89.448810,90.899691,352.394489,255.943364,197.996171
89.204461,89.004208,91.039817,1550.399264,300.632351,198.921710
89.854706,89.963481,91.505884,1027.523926,966.364523,208.403725
90.255206,89.043906,88.755156,310.176103,858.168300,209.155653
89.770343,91.131662,89.122521,784.412099,278.136310,202.077701
90.934664,88.016004,91.330957,1491.256139,438.064559,195.793413
88.515532,90.346599,91.010253,347.768935,531.413013,192.640529
87.194896,90.667278,91.797636,1803.290061,672.444400,207.361057
90.404294,89.774894,91.320810,502.125968,635.044298,200.612993
90.363387,90.232697,89.845243,796.860531,650.842524,206.323206
89.571662,90.377849,91.153104,1389.962798,406.218908,205.889666
89.800609,89.171663,91.876147,885.895868,230.518512,208.643293
88.546072,90.713222,90.068058,216.290396,312.097941,207.642088
89.125499,87.959578,88.666498,993.318525,146.544762,207.203458
88.950756,88.912008,91.189998,939.100829,659.779354,204.272372
88.624507,90.058324,91.158127,292.711429,749.783968,198.873549
89.447379,90.895627,88.885450,1086.317753,836.301201,205.825987
90.435385,89.392996,91.493861,415.462743,172.800579,200.842005
90.659533,88.798723,91.392409,563.553175,532.776884,201.748235
89.466240,90.608160,90.089030,623.909072,332.697583,190.234250
89.806173,91.378921,88.366850,1470.467395,625.722902,193.851035
91.724904,90.806354,90.585132,1733.525156,405.886983,190.813041
90.267967,89.268738,90.461391,1561.326509,623.321015,192.940820
90.131121,90.083170,91.672036,1247.900896,682.499880,190.339770
90.595011,88.357668,89.041948,204.882266,902.031757,208.793007
89.615517,89.806495,91.631652,1619.666335,891.561963,196.878182
89.524775,90.088020,90.523752,1391.025758,478.254139,191.303397
90.199474,91.494538,89.908910,1233.958383,266.349908,194.914671
90.762759,91.171269,88.931645,1270.921612,411.209430,196.680743
89.424874,88.775741,88.575988,1480.114946,645.699547,198.604683
90.448234,89.566188,88.542875,406.342258,733.651545,191.514977
89.368761,90.462729,88.578588,1515.142017,383.744246,199.381208
91.461836,89.888441,88.214428,313.245349,962.336428,191.284123
88.508569,89.787720,88.739992,151.696657,840.559856,193.384621
90.638056,90.023667,91.500384,989.328678,846.454537,208.503030
90.110470,89.809172,90.615586,599.598236,148.964628,193.634507
87.982636,89.289733,88.708347,692.017512,303.095937,198.145065
90.709069,92.244959,89.457378,1000.219990,611.832011,203.049759
89.086392,89.747315,91.582742,592.013770,457.427466,201.616884
88.854468,91.554266,88.928514,767.219923,177.524704,193.184161
89.449191,89.811518,89.669988,706.385050,307.306167,207.815331
91.039163,92.402652,90.739328,1440.065882,622.041226,195.274743
90.006853,90.027683,90.172324,877.836016,828.023014,199.577668
91.069380,90.888974,88.805970,423.617990,507.424343,205.398399
89.589953,89.716172,88.737421,652.750593,846.043020,198.545189
90.582966,90.401685,91.247394,949.983208,382.659000,207.249262
90.736853,89.366032,88.109494,973.579561,802.537355,190.117748
90.229709,88.916747,88.816645,268.945837,615.271818,191.061897
91.324969,90.731130,90.115834,1566.589503,966.977353,194.636037
88.450957,89.897499,90.854494,1570.961810,574.680519,207.626149
88.988007,90.053659,88.381959,203.738167,145.174970,198.860789
90.111359,90.078105,88.316924,333.142802,297.462398,199.752080
90.513796,90.386505,88.065454,1777.629790,743.060843,205.635176
89.109032,90.684495,91.593396,291.540271,349.989408,206.327023
89.108614,91.471399,91.305021,1741.234197,823.547596,190.425527
89.846570,89.584711,90.844598,1606.609933,396.190180,209.191392
90.169251,90.219794,88.906424,708.271113,254.497243,202.090372
90.249701,89.565820,89.070955,1681.334749,271.509601,207.625873
89.418179,88.990994,91.634849,127.176298,861.857700,206.969628
89.380629,90.859637,90.995040,417.084355,747.136264,208.292689
90.809104,89.621055,89.731382,1187.678309,185.777315,207.360952
90.888662,89.986951,89.016798,1616.250042,921.881731,191.585478
90.235639,90.164169,88.686496,1530.476208,522.612350,202.676331
87.956248,88.995420,91.118255,1423.617924,452.366735,206.696494
89.467173,88.749862,90.787354,574.636250,179.990882,207.389562
91.469622,89.199554,89.173991,1769.325314,149.940066,198.396938
90.567905,91.642815,90.050945,1528.181580,914.316449,193.789246
89.462483,89.063497,91.713713,331.961319,322.111032,198.867047
91.486805,89.935870,90.732124,657.816297,754.130619,197.152695
90.711264,89.974209,88.206416,1598.045515,185.669541,197.360647
89.657328,89.651184,89.327614,1429.469614,512.414589,190.960197
90.125323,89.647736,90.660892,1363.779814,405.735244,195.084922
91.027891,90.198422,89.124743,1306.872872,273.160092,191.640109
91.126042,88.487275,90.066076,572.587072,117.569218,195.504820
91.995294,90.772869,91.557828,170.967089,537.398455,209.196478
90.509088,88.224282,90.180175,1589.780108,750.088023,205.353771
91.971161,87.871340,89.706392,1646.441346,890.350594,197.145581
89.867341,91.800825,88.426500,1621.664343,602.736280,207.113105
90.602055,89.903523,89.870206,799.399786,444.656495,195.742127
89.357328,90.227140,91.534352,824.390923,260.709088,196.621189
